## Last Updated: 2023-01-25 05:01:11 CST
"No.","Name","ID","Age","State","Nation","Rating","Rating.new","(+/-)","Regular","tDate","tName"
"49","Raparthi, Ankit","14686010","18","NY","USA",2155,2158,"(+3)","2155 => 2158","2023-01-08202301080012","FIDEPREMIER (NY)1: FIDEPREMIER"
"50","Lee, Addison T","14843176","18","CA","USA",2154,2154,"","2160 => 2154","2022-10-30202210303932","SUNDAY FINN OPEN ACTION #84 (NY)1: SUNDAY FINN ACTION OPEN #84"
"51","Heller, Garrett A","14523782","18","VA","USA",2151,2151,"","2128 => 2151","2022-08-17202208176292","9TH ANNUAL WASHINGTON INTERNATIONAL (MD)2: PREMIER"
"52","Ehsani, Yassamin","14745787","18","NY","USA",2150,2150,"","2169 => 2150","2022-09-05202209056622","2022 NJ OPEN (NJ)1: OPEN - MERGE"
"53","Anand, Vignesh","15424244","18","WA","USA",2145,2148,"(+3)","2151 => 2148","2023-01-21202301216662","TEXAS WINTER CHAMPIONSHIP 2023 (TX)1: CHAMP 011223"
"46","Chen, Maxwell D","14678004","18","MA","USA",2165,2144,"(-21)","2165 => 2144","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"45","Keuchel, Destynn Ayrom","14304860","18","OH","USA",2168,2142,"(-26)","2168 => 2142","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"58","Shah, Kai Mahesh","14539704","18","NJ","USA",2117,2138,"(+21)","2117 => 2138","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"56","Platnick, Elijah Samuel","15208013","18","IL","USA",2120,2128,"(+8)","2119 => 2128","2023-01-16202301163842","2023 CHARLOTTE OPEN (NC)1: CHAMPIONSHIP"
"57","Klein, Jack","15278450","18","CT","USA",2118,2118,"","2116 => 2118","2022-12-11202212118182","2022 NATIONAL K-12 GRADE CHAMPIONSHIP (MD)1: 12TH GRADE CHAMPIONSHIP"
"54","Snow, Zachary Isaac","15336543","18","AL","USA",2127,2116,"(-11)","2127 => 2116","2023-01-16202301163842","2023 CHARLOTTE OPEN (NC)1: CHAMPIONSHIP"
"59","Velea, Anne-Marie","15689252","18","WA","USA",2114,2116,"(+2)","2114 => 2116","2022-12-30202212306492","32ND ANNUAL NORTH AMERICAN OPEN (NV)2: UNDER 2300"
"60","Santner, Jack Jeffrey","14623004","18","IL","USA",2109,2109,"","2109 => 2109","2022-11-05202211057052","2022 ILLINOIS ALL GRADE CHAMPIONSHI (IL)9: 9TH-12TH GRADE"
"62","Niu, Baron T","14701436","18","TX","USA",2103,2096,"(-7)","2103 => 2096","2023-01-22202301227862","STEEL CITY OPEN (PA)1: CHAMPIONSHIP"
"63","Yu, Alex","14581805","18","MA","USA",2095,2095,"","2127 => 2095","2022-06-26202206261032","BOSTON_ELITE_SUMMER_CLASSIC_2022- S (MA)1: PREMIER"
"=63","Song, Hansen","15055204","18","OH","USA",2095,2095,"","2073 => 2095","2022-08-21202208217782","NEOCC QUADS 8/21 (OH)1: 1"
"=60","Reddy, Shreyas C","15276866","18","IL","USA",2109,2086,"(-23)","2109 => 2086","2023-01-08202301080332","2023 TIM JUST WINTER OPEN (IL)1: MAJOR"
"66","Dhar, Sumit","15188271","18","NY","USA",2084,2082,"(-2)","2084 => 2082","2023-01-14202301142522","SATURDAY G50 (NY)1: SATURDAY G50"
"67","Davis, Geoffrey","14879788","18","VA","USA",2082,2081,"(-1)","2082 => 2081","2022-12-30202212306642","ACC DECEMBER 2022 (VA)1: LADDER"
"68","Dong, Sherwood","14582202","18","AL","USA",2078,2078,"","2078 => 2078","2023-01-15202301153382","2023 TN WINTER OPEN (TN)1: KINGS"
"69","Kumar, Arya","15768672","18","NC","USA",2076,2076,"","2049 => 2076","2022-12-11202212118182","2022 NATIONAL K-12 GRADE CHAMPIONSHIP (MD)1: 12TH GRADE CHAMPIONSHIP"
"65","Walmer, Benjamin","15768363","18","TX","USA",2091,2072,"(-19)","2091 => 2072","2023-01-08202301089832","TCR: HOUSTON WINTER CHAMPIONSHIP 2023 (TX)1: CHAMPIONSHIP"
"70","Wang, Yanke","14793255","18","TX","USA",2072,2072,"","2079 => 2072","2022-03-20202203206552","2022 LONE STAR OPEN CHAMPIONSHIPS (TX)1: OPEN MERGE"
"55","Dedona, Mark","14684907","18","NY","USA",2125,2071,"(-54)","2085 => 2071","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)2: U1800"
"73","Yisrael, Shama","15607430","18","FL","USA",2063,2071,"(+8)","2068 => 2071","2023-01-15202301153432","THE MATRIX 2 (FL)1: OPEN"
"71","White, Gabriel","14675560","18","HI","USA",2068,2068,"","2004 => 2068","2022-11-13202211131752","2022 HAWAII OPEN (HI)1: OPEN"
"72","Diep, Andrew","15127811","18","MD","USA",2065,2065,"","2067 => 2065","2022-09-11202209118262","2022 UMBC CHAMPIONSHIP AND RBO (MD)1: OPEN"
"74","Jackson, Peter","15930781","18","PA","USA",2061,2061,"","2054 => 2061","2022-10-10202210102802","63RD US ARMED FORCES OPEN (8-10 OCT (NJ)1: ARMED FORCES OPEN"
"81","Lieberman, Jack","14750311","18","PA","USA",2044,2060,"(+16)","2044 => 2060","2023-01-16202301164192","55TH ANNUAL LIBERTY BELL OPEN! (PA)2: UNDER 2100 SECTION"
"76","Vanorny, Benjamin","17007860","18","MN","USA",2059,2059,"","2057 => 2059","2022-11-05202211057352","APPLE VALLEY SCHOLASTIC (MN)2: K-12 RATED"
"90","Li, Jason Y","14650067","18","NY","USA",2025,2059,"(+34)","2025 => 2059","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"75","Mehta, Hursh K","16076312","18","CA","USA",2060,2058,"(-2)","2055 => 2058","2023-01-21202301216782","GAMBITO - 1000 ! (CA)1: ELITE"
"78","Agarwalla, Mohak","14966946","18","NC","USA",2050,2050,"","2057 => 2050","2022-07-16202207169322","CCC REVERSE ANGLE 111 (NC)1: OPEN"
"=78","Ramesh, Sreenevash","15121826","18","TX","USA",2050,2050,"","2058 => 2050","2021-04-11202104118132","TEXAS GOLDEN OPEN (TX)1: OPEN"
"=82","Chikkodi, Nitin","15437455","18","TX","USA",2040,2049,"(+9)","2040 => 2049","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)2: U1800"
"80","Nareddy, Vineeth R","15185045","18","MA","USA",2047,2047,"","2053 => 2047","2022-05-22202205224742","BARRY S. SPIEGEL CUP (MA)1: HIGH SCHOOL"
"82","Lodh, Anish","14680747","18","IA","USA",2040,2040,"","2036 => 2040","2022-12-03202212034282","2022 IOWA GRADES CHAMPIONSHIPS (IA)8: 8TH-12TH GRADE"
"97","Kaleeswaran, Jaisuraj","14968566","18","CA","USA",2004,2038,"(+34)","2004 => 2038","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"84","Zhang, Franklin X","14674200","18","TN","USA",2034,2034,"","2035 => 2034","2022-11-19202211194762","2022 FALL OPEN AT UT (TN)2: OPEN"
"77","Zhou, Iris","14467261","18","MO","USA",2051,2027,"(-24)","2051 => 2027","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"86","Shrivastav, Kunal","15177238","18","CA","USA",2027,2027,"","2023 => 2027","2022-08-21202208218322","12TH ANNUAL CENTRAL CALIFORNIA OPEN (CA)1: MAJOR"
"=86","Yeh, Bryce","16087087","18","CA","USA",2027,2027,"","2041 => 2027","2022-09-05202209056662","2022 CALCHESS STATE OPEN CHAMPIONSHIP (BAC 2199) (CA)1: OPEN"
"89","Kumarsubha, Pranav","14867990","18","CA","USA",2026,2026,"","2028 => 2026","2022-03-06202203069582","29TH WESTERN CLASS CHAMPIONSHIPS (CA)2: EXPERT"
"93","Dommalapati, Aasa","13778456","18","VA","USA",2018,2026,"(+8)","2018 => 2026","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"91","Huang, Evan Y","14965613","18","OH","USA",2023,2023,"","2033 => 2023","2022-11-13202211131522","2022 KINGS ISLAND OPEN (OH)1: MAJOR"
"92","Li, Gordon S. Arai","14256924","18","NY","USA",2021,2021,"","2008 => 2021","2022-09-05202209055642","144TH ANNUAL NY STATE CHAMPIONSHIP! (NY)2: UNDER 2100 SECTION"
"85","Wojnar, Nicholas James","16678838","18","OH","USA",2028,2019,"(-9)","2028 => 2019","2022-12-27202212275692","PARMA QUADS 122722- 6 (OH)2: 2"
"=86","Stoll, Jacob Allyn","16149441","18","SC","USA",2027,2014,"(-13)","2027 => 2014","2023-01-16202301163842","2023 CHARLOTTE OPEN (NC)1: CHAMPIONSHIP"
"=93","Fox, William Daniel","15820462","18","AL","USA",2018,2014,"(-4)","2018 => 2014","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"95","Mulvey, Luke","30380646","18","NJ","USA",2013,2013,"","1986 => 2013","2022-11-19202211194952","ICA OPEN NOV 19 (NJ)1: ICA OPEN ALL >1600 G/60;D5"
"96","Zheng, Carissa Angela","15612136","18","MD","USA",2012,2012,"","2028 => 2012","2022-12-11202212118182","2022 NATIONAL K-12 GRADE CHAMPIONSHIP (MD)1: 12TH GRADE CHAMPIONSHIP"
"98","Kupersmith, Alexander","14891090","18","NY","USA",1999,1999,"","1991 => 1999","2022-04-30202204304002","CCFC SATURDAY G/45 QUADS! (CT)1: KUPERSMITH!!"
"99","Cheung, Nathan","15354534","18","NJ","USA",1997,1997,"","2006 => 1997","2022-07-04202207045092","50TH ANNUAL WORLD OPEN (PA)2: UNDER 2200"
"100","Spence, Isaac","15293854","18","VA","USA",1995,1995,"","1993 => 1995","2022-09-05202209055802","84TH VIRGINIA CLOSED (VA)1: 1-CHAMPIONSHIP"
