## Last Updated: 2023-01-25 05:10:20 CST
"No.","Name","ID","Age","State","Nation","Rating","Rating.new","(+/-)","Regular","tDate","tName"
"21","Atwell, Rose","16303021","13","CA","USA",2157,2177,"(+20)","2151 => 2177","2023-01-16202301164782","DREAMING KING OPEN (CA)2: OPEN"
"17","Vittal, Sanjana","14713858","19","NJ","USA",2170,2170,"","2169 => 2170","2022-08-13202208135392","MASTERMINDS 2ND SATURDAY (PA)1: QUAD 1"
"18","Liu, Joanna","14090307","20","AZ","USA",2166,2166,"","2177 => 2166","2020-01-20202001205832","DREAMING KING OPEN (CA)1: OPEN"
"19","Ulrich, Susanna G","13498414","19","WI","USA",2163,2163,"","2153 => 2163","2022-01-17202201178612","54TH ANNUAL LIBERTY BELL OPEN! (PA)1: MAJOR SECTION"
"20","Zeng, Sheena","14640432","18","KS","USA",2160,2160,"","2181 => 2160","2022-07-31202207317732","52ND ANNUAL CONTINENTAL OPEN (MA)2: UNDER 2200"
"22","Ehsani, Yassamin","14745787","18","NY","USA",2150,2150,"","2169 => 2150","2022-09-05202209056622","2022 NJ OPEN (NJ)1: OPEN - MERGE"
"24","Matus, Nastassja A","14892265","17","MN","USA",2121,2125,"(+4)","2113 => 2125","2023-01-22202301228672","WINTER OPEN 2023 (MN)1: OPEN"
"25","Velea, Anne-Marie","15689252","18","WA","USA",2114,2116,"(+2)","2114 => 2116","2022-12-30202212306492","32ND ANNUAL NORTH AMERICAN OPEN (NV)2: UNDER 2300"
"23","Mangalam, Shreya","14385521","19","IL","USA",2126,2110,"(-16)","2126 => 2110","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"27","Vidyarthi, Omya","15782318","12","CA","USA",2109,2109,"","2069 => 2109","2022-11-27202211271462","57TH AMERICAN OPEN (CA)1: OPEN"
"30","Paragua, Megan Althea","17106692","10","NY","USA",2080,2106,"(+26)","2119 => 2106","2023-01-08202301080012","FIDEPREMIER (NY)1: FIDEPREMIER"
"=27","Su, Jasmine Zhixin","16377701","12","CT","USA",2109,2101,"(-8)","2089 => 2101","2023-01-22202301227772","U2400 (NY)1: U2400"
"=25","Wisniowski, Natalie","15702390","16","IL","USA",2114,2091,"(-23)","2088 => 2091","2023-01-16202301163842","2023 CHARLOTTE OPEN (NC)1: CHAMPIONSHIP"
"29","Eswaran, Aksithi","14583755","16","CA","USA",2085,2081,"(-4)","2085 => 2081","2023-01-22202301227782","2023 SJCC-1000GM WINTER CHAMPIONSHIP (CA)1: OPEN"
"31","Kumar, Arya","15768672","18","NC","USA",2076,2076,"","2049 => 2076","2022-12-11202212118182","2022 NATIONAL K-12 GRADE CHAMPIONSHIP (MD)1: 12TH GRADE CHAMPIONSHIP"
"32","Yellamraju, Ambica","15105036","17","TX","USA",2074,2074,"","2095 => 2074","2022-08-02202208029092","10TH ANNUAL HARING NATL TMT OF GIRLS STATE CHAMPS (CA)1: HARING"
"33","Yisrael, Shama","15607430","18","FL","USA",2063,2071,"(+8)","2068 => 2071","2023-01-15202301153432","THE MATRIX 2 (FL)1: OPEN"
"42","Jou, Esther","15754295","15","CA","USA",2016,2050,"(+34)","2028 => 2050","2023-01-21202301216782","GAMBITO - 1000 ! (CA)2: OPEN"
"35","Zhu, Jenny","15942700","15","NY","USA",2037,2043,"(+6)","2037 => 2043","2023-01-15202301153252","G-50 U1600 (NY)2: OPEN"
"37","Hyatt, Jessica","15502462","17","NY","USA",2034,2033,"(-1)","2042 => 2033","2023-01-16202301163822","MARSHALL MLK DAY ACTION (NY)1: MARSHALL MLK DAY ACTION"
"38","Nguyen, Anh Nhu","13942081","17","TX","USA",2032,2032,"","2012 => 2032","2022-07-17202207170402","15TH ANNUAL CHICAGO CLASS (IL)2: EXPERT"
"36","Gaw, Chloe","16608942","13","NY","USA",2035,2031,"(-4)","2070 => 2031","2023-01-16202301164192","55TH ANNUAL LIBERTY BELL OPEN! (PA)1: MAJOR SECTION"
"39","Liu, Kimberly","14268494","20","CA","USA",2029,2029,"","2049 => 2029","2022-02-21202202213242","2022 WORLD AMATEUR TEAM (NJ)1: OPEN"
"45","Pang, Ashley","15365204","15","CA","USA",2008,2028,"(+20)","2008 => 2028","2022-12-30202212306492","32ND ANNUAL NORTH AMERICAN OPEN (NV)1: OPEN"
"34","Zhou, Iris","14467261","18","MO","USA",2051,2027,"(-24)","2051 => 2027","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"49","Ke, Rianne","15179208","16","CA","USA",1995,2027,"(+32)","1993 => 2027","2023-01-16202301164782","DREAMING KING OPEN (CA)2: OPEN"
"41","Dommalapati, Aasa","13778456","18","VA","USA",2018,2026,"(+8)","2018 => 2026","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"40","Lee, Yesun Kate","15365623","15","CA","USA",2019,2019,"","2006 => 2019","2022-09-05202209056662","2022 CALCHESS STATE OPEN CHAMPIONSHIP (BAC 2199) (CA)1: OPEN"
"43","Yang, Vicki","14973058","20","NY","USA",2015,2015,"","2048 => 2015","2022-02-21202202213242","2022 WORLD AMATEUR TEAM (NJ)1: OPEN"
"59","Menon, Gauri","15187152","16","WI","USA",1937,2015,"(+78)","1937 => 2015","2022-12-30202212306492","32ND ANNUAL NORTH AMERICAN OPEN (NV)2: UNDER 2300"
"44","Zheng, Carissa Angela","15612136","18","MD","USA",2012,2012,"","2028 => 2012","2022-12-11202212118182","2022 NATIONAL K-12 GRADE CHAMPIONSHIP (MD)1: 12TH GRADE CHAMPIONSHIP"
"46","Baalla, Nura","15515138","16","NY","USA",2005,2005,"","2026 => 2005","2022-11-27202211271732","G-50 OPEN (NY)1: OPEN"
"47","Zhang, Cindy","14374405","19","CA","USA",2001,2001,"","1987 => 2001","2022-09-05202209055562","81ST NEW ENGLAND OPEN (MA)1: CHAMPIONSHIP"
"52","Kumar, Asha","15773027","16","NC","USA",1962,1986,"(+24)","1962 => 1986","2023-01-16202301163842","2023 CHARLOTTE OPEN (NC)2: UNDER 2100"
"48","Herman, Sara","14345441","20","CO","USA",1997,1985,"(-12)","1978 => 1985","2023-01-15202301153362","DCC TRIBUTE TO MLK 2023 (CO)1: CHAMPIONSHIP (+1800 USCF)"
"51","Chen, Minda","15185862","18","WA","USA",1966,1982,"(+16)","1966 => 1982","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)2: U1800"
"50","Liu, Angela","16912277","14","CA","USA",1976,1975,"(-1)","1994 => 1975","2023-01-16202301164782","DREAMING KING OPEN (CA)2: OPEN"
"53","Lei, Amy","15760000","18","MA","USA",1961,1961,"","1969 => 1961","2020-02-17202002171842","WORLD AMATEUR TEAM 2020 (NJ)1: WORLD TEAM 2020"
"56","Yu, Avery","15921044","13","CA","USA",1947,1961,"(+14)","1996 => 1961","2023-01-21202301216782","GAMBITO - 1000 ! (CA)2: OPEN"
"57","Aravindakshan, Sahana","16741147","12","NJ","USA",1946,1958,"(+12)","1940 => 1958","2023-01-16202301164192","55TH ANNUAL LIBERTY BELL OPEN! (PA)1: MAJOR SECTION"
"64","Bian, Erin","16926853","13","WA","USA",1920,1953,"(+33)","1920 => 1953","2022-12-30202212306492","32ND ANNUAL NORTH AMERICAN OPEN (NV)1: OPEN"
"60","Zhou, Vanessa G","16605978","14","CA","USA",1934,1944,"(+10)","1958 => 1944","2023-01-16202301164782","DREAMING KING OPEN (CA)2: OPEN"
"78","Wang, Lilian","15607273","15","PA","USA",1882,1944,"(+62)","1969 => 1944","2023-01-22202301228152","MLC&G QUADS (PA)1: QUAD 1"
"58","Wang, Tianna","15486476","15","MA","USA",1941,1941,"","1925 => 1941","2022-11-27202211271022","3RD_BOSTON_ELITE_THANKSGIVING_OPEN_ (MA)1: 1_PREMIER__FIDE_"
"55","Zhou, Chelsea","15239016","16","CA","USA",1955,1927,"(-28)","1943 => 1927","2023-01-16202301164172","14TH ANNUAL GOLDEN STATE OPEN (CA)1: MAJOR"
"75","Laido, Olivia","16103156","11","NJ","USA",1893,1927,"(+34)","1921 => 1927","2023-01-08202301089752","WESTFIELD SUPER SWISS 01/08/2023 (NJ)1: OPEN"
"61","Cheng, Emma","14989783","16","OH","USA",1925,1925,"","1962 => 1925","2020-03-08202003083182","2020 MOTCF (OH)1: OPEN"
"72","Rajaram, Anika","15446678","14","CA","USA",1899,1925,"(+26)","1916 => 1925","2023-01-21202301217102","MECHANICS' CHAMPIONSHIP QUADS -- 2023 JANUARY (CA)1: QUAD 1"
"62","Bhanuprasad, Meghana","14434035","20","MD","USA",1924,1924,"","1941 => 1924","2020-02-23202002234942","GEORGE WASHINGTON OPEN (VA)1: MAJOR"
"63","Zhang, Ellie","15491413","15","CA","USA",1921,1921,"","1951 => 1921","2022-12-17202212170852","GAMBITO -998 (CA)1: OPEN"
"70","Li, Iris","16934084","10","CO","USA",1901,1921,"(+20)","1901 => 1921","2022-12-30202212306492","32ND ANNUAL NORTH AMERICAN OPEN (NV)2: UNDER 2300"
"65","Wen, Kally","15444268","14","CA","USA",1917,1918,"(+1)","1917 => 1918","2022-12-30202212306492","32ND ANNUAL NORTH AMERICAN OPEN (NV)2: UNDER 2300"
"54","Gu, Crystal","16028603","12","CA","USA",1956,1916,"(-40)","1936 => 1916","2023-01-16202301164782","DREAMING KING OPEN (CA)2: OPEN"
"=73","Ananth, Ananya","15971911","13","VA","USA",1897,1914,"(+17)","1922 => 1914","2023-01-21202301216732","ACC ACTION-PLUS JANUARY 2023 (VA)1: PREMIER"
"66","Meiyappan, Annapoorni","14744460","17","CA","USA",1912,1912,"","1906 => 1912","2022-01-17202201178682","13TH ANNUAL GOLDEN STATE OPEN (CA)6: EXTRA RATED GAME"
"67","Binoj, Gaayathri","16162723","17","MO","USA",1908,1908,"","1908 => 1908","2022-12-26202212265302","DECEMBER MONDAYS (MO)1: NONAME"
"68","Wang, Audrey","14714261","16","NY","USA",1902,1902,"","1895 => 1902","2022-09-05202209055482","LABOR DAY ACTION! (NY)1: LABOR DAY ACTION!"
"=68","Weber, Madeline L","15631341","19","WI","USA",1902,1902,"","1909 => 1902","2022-08-02202208029092","10TH ANNUAL HARING NATL TMT OF GIRLS STATE CHAMPS (CA)1: HARING"
"71","Wong, Katrina","14648842","19","NY","USA",1900,1900,"","1907 => 1900","2022-02-21202202213242","2022 WORLD AMATEUR TEAM (NJ)1: OPEN"
"73","Yellamraju, Aparna","15105042","17","TX","USA",1897,1897,"","1916 => 1897","2022-04-10202204105852","2022 NATIONAL HIGH SCHOOL CHAMPIONSHIP (TN)1: K-12 CHAMPIONSHIP"
"76","Wang, Chloe Heather","15680068","13","PA","USA",1891,1897,"(+6)","1916 => 1897","2023-01-22202301227862","STEEL CITY OPEN (PA)1: CHAMPIONSHIP"
"=91","Wongso, Merissa","15914671","15","AZ","USA",1841,1886,"(+45)","1868 => 1886","2023-01-14202301142572","UNITY CHESS G60 JAN 2023 (AZ)1: OPEN"
"84","Ramesh, Sanjana","15601995","15","MI","USA",1863,1884,"(+21)","1863 => 1884","2023-01-22202301228622 **","2023 MICHIGAN MASTER-EXPERT CLASS (MI)2: CLASS A"
"90","Field, Rowan","16077520","14","NY","USA",1844,1876,"(+32)","1844 => 1876","2022-12-29202212296182","47TH ANNUAL EASTERN OPEN! (VA)2: UNDER 2200 SECTION"
"89","Nguyen, Chance","15648576","14","VA","USA",1849,1875,"(+26)","1849 => 1875","2023-01-14202301142032","WCC QUADS #54 (MD)3: QUAD #3"
"79","Xing, Ashley","14872627","20","VA","USA",1875,1872,"(-3)","1863 => 1872","2023-01-22202301227862","STEEL CITY OPEN (PA)1: CHAMPIONSHIP"
"81","Kong, Sydney","15251714","18","TN","USA",1869,1869,"","1858 => 1869","2022-08-02202208029092","10TH ANNUAL HARING NATL TMT OF GIRLS STATE CHAMPS (CA)1: HARING"
"82","Zhang, Evelyn","17180873","16","MA","USA",1866,1866,"","1835 => 1866","2022-11-27202211271022","3RD_BOSTON_ELITE_THANKSGIVING_OPEN_ (MA)1: 1_PREMIER__FIDE_"
"83","Tien, Sophie","15248711","17","WA","USA",1865,1865,"","1884 => 1865","2022-04-10202204105852","2022 NATIONAL HIGH SCHOOL CHAMPIONSHIP (TN)1: K-12 CHAMPIONSHIP"
"85","Shen, Lydia","15918700","15","MA","USA",1859,1859,"","1845 => 1859","2022-06-05202206051122","HURVITZ CUP (MA)1: GRADES K-12"
"80","Dawar, Ria","15518192","20","CA","USA",1871,1856,"(-15)","1871 => 1856","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)2: U1800"
"86","Chen, Jocelyn","15671677","12","CA","USA",1856,1856,"","1868 => 1856","2022-11-27202211271462","57TH AMERICAN OPEN (CA)3: UNDER2000"
"88","Zhang, Elena","15779137","13","CA","USA",1855,1855,"","1853 => 1855","2022-12-17202212170852","GAMBITO -998 (CA)1: OPEN"
"98","Qiu, Laurie","30582856","10","CA","USA",1828,1855,"(+27)","1838 => 1855","2023-01-21202301217102","MECHANICS' CHAMPIONSHIP QUADS -- 2023 JANUARY (CA)2: QUAD 2"
"=86","Zhang, Sunny","15903555","12","TX","USA",1856,1842,"(-14)","1833 => 1842","2023-01-15202301154302","2023 UTRGV WINTER CHESS CHAMPIONSHI (TX)1: CHAMPIONSHIP"
"94","Tse, Whitney","16090927","11","NY","USA",1835,1834,"(-1)","1835 => 1834","2023-01-08202301089962","U2000 PREMIER (NY)1: U2000 PREMIER"
"95","Lossef, Amanda","15233985","18","DC","USA",1834,1834,"","1816 => 1834","2022-07-17202207172072","67TH MARYLAND OPEN (MD)2: U2200"
"96","Arnold, Peishanika","14942411","20","IN","USA",1832,1832,"","1827 => 1832","2022-07-17202207170402","15TH ANNUAL CHICAGO CLASS (IL)3: CLASS A"
"=99","Porat, Tori","16169156","12","CA","USA",1822,1830,"(+8)","1822 => 1830","2023-01-16202301164782","DREAMING KING OPEN (CA)3: U2100"
"93","Nayberg, Simona","14373224","20","CA","USA",1838,1816,"(-22)","1838 => 1816","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"91","Cao, Joy","14973655","16","MA","USA",1841,1812,"(-29)","1841 => 1812","2022-12-29202212296182","47TH ANNUAL EASTERN OPEN! (VA)2: UNDER 2200 SECTION"
"99","Wu, Alice","16089722","14","FL","USA",1822,1806,"(-16)","1822 => 1806","2023-01-08202301080382","8TH ANNUAL GULF COAST NEW YEAR'S OPEN (FL)2: UNDER 2050"
"77","Khachatryan, Nune","16028583","15","NY","USA",1885,1804,"(-81)","1814 => 1804","2023-01-16202301164192","55TH ANNUAL LIBERTY BELL OPEN! (PA)2: UNDER 2100 SECTION"
"=96","Xiao, Marina","16380642","13","CA","USA",1832,1795,"(-37)","1806 => 1795","2023-01-16202301164172","14TH ANNUAL GOLDEN STATE OPEN (CA)2: UNDER 2100"
